TIME OCC,AREA,AREA NAME,Crm Cd Desc,Premis Desc,Status,Year,Month,Day,Hour,DateTime
1000,8,West LA,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",GARAGE/CARPORT,IC,2020,2,25,10,2020-02-25 10:00:00
1030,2,Rampart,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,2,25,10,2020-02-25 10:00:00
1048,9,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL",IC,2020,2,25,10,2020-02-25 10:00:00
1130,3,Southwest,BATTERY - SIMPLE ASSAULT,JUNIOR HIGH SCHOOL,AO,2020,2,25,11,2020-02-25 11:00:00
1200,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,IC,2020,2,25,12,2020-02-25 12:00:00
1200,12,77th Street,"BUNCO, PETTY THEFT",SINGLE FAMILY DWELLING,IC,2020,2,25,12,2020-02-25 12:00:00
1220,6,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AA,2020,2,25,12,2020-02-25 12:00:00
1300,1,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",OFFICE BUILDING/OFFICE,IC,2020,2,25,13,2020-02-25 13:00:00
1300,10,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING,IC,2020,2,25,13,2020-02-25 13:00:00
1400,7,Wilshire,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,IC,2020,2,25,14,2020-02-25 14:00:00
1400,13,Newton,VIOLATION OF COURT ORDER,STREET,AA,2020,2,25,14,2020-02-25 14:00:00
1500,2,Rampart,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,2,25,15,2020-02-25 15:00:00
1530,5,Harbor,INTIMATE PARTNER - AGGRAVATED ASSAULT,SINGLE FAMILY DWELLING,AA,2020,2,25,15,2020-02-25 15:00:00
1600,3,Southwest,BATTERY - SIMPLE ASSAULT,TRANSITIONAL HOUSING/HALFWAY HOUSE,IC,2020,2,25,16,2020-02-25 16:00:00
1730,5,Harbor,VEHICLE - STOLEN,STREET,IC,2020,2,25,17,2020-02-25 17:00:00
1800,8,West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,25,18,2020-02-25 18:00:00
1805,12,77th Street,VEHICLE - STOLEN,STREET,IC,2020,2,25,18,2020-02-25 18:00:00
1915,12,77th Street,"THEFT, PERSON",STREET,IC,2020,2,25,19,2020-02-25 19:00:00
1950,1,Central,BATTERY - SIMPLE ASSAULT,SIDEWALK,AA,2020,2,25,19,2020-02-25 19:00:00
2030,6,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,IC,2020,2,25,20,2020-02-25 20:00:00
2100,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK,IC,2020,2,25,21,2020-02-25 21:00:00
2250,1,Central,BATTERY POLICE (SIMPLE),SIDEWALK,AA,2020,2,25,22,2020-02-25 22:00:00
2300,2,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,25,23,2020-02-25 23:00:00
2310,10,West Valley,CHILD NEGLECT (SEE 300 W.I.C.),STREET,AA,2020,2,25,23,2020-02-25 23:00:00
1,1,Central,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,STREET,IC,2020,2,26,0,2020-02-26 00:00:00
100,6,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),OTHER PREMISE,IC,2020,2,26,1,2020-02-26 01:00:00
625,9,Van Nuys,BATTERY - SIMPLE ASSAULT,MTA BUS,IC,2020,2,26,6,2020-02-26 06:00:00
630,11,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",PARK/PLAYGROUND,IC,2020,2,26,6,2020-02-26 06:00:00
900,7,Wilshire,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,26,9,2020-02-26 09:00:00
900,2,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,STREET,AO,2020,2,26,9,2020-02-26 09:00:00
1000,9,Van Nuys,VEHICLE - STOLEN,STREET,IC,2020,2,26,10,2020-02-26 10:00:00
1030,8,West LA,SHOPLIFTING - PETTY THEFT ($950 & UNDER),"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",IC,2020,2,26,10,2020-02-26 10:00:00
1030,10,West Valley,UNAUTHORIZED COMPUTER ACCESS,SINGLE FAMILY DWELLING,IC,2020,2,26,10,2020-02-26 10:00:00
1055,1,Central,THEFT PLAIN - PETTY ($950 & UNDER),OTHER BUSINESS,AO,2020,2,26,10,2020-02-26 10:00:00
1100,3,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,2,26,11,2020-02-26 11:00:00
1130,3,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,2020,2,26,11,2020-02-26 11:00:00
1200,13,Newton,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,2,26,12,2020-02-26 12:00:00
1200,7,Wilshire,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,2,26,12,2020-02-26 12:00:00
1300,5,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",AO,2020,2,26,13,2020-02-26 13:00:00
1340,2,Rampart,BATTERY - SIMPLE ASSAULT,ALLEY,IC,2020,2,26,13,2020-02-26 13:00:00
1400,10,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",OTHER BUSINESS,IC,2020,2,26,14,2020-02-26 14:00:00
1420,7,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,2,26,14,2020-02-26 14:00:00
1425,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",PARKING LOT,IC,2020,2,26,14,2020-02-26 14:00:00
1600,12,77th Street,VANDALISM - MISDEAMEANOR ($399 OR UNDER),SINGLE FAMILY DWELLING,IC,2020,2,26,16,2020-02-26 16:00:00
1600,8,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,26,16,2020-02-26 16:00:00
1630,9,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL",IC,2020,2,26,16,2020-02-26 16:00:00
1700,6,Hollywood,BATTERY - SIMPLE ASSAULT,STREET,AA,2020,2,26,17,2020-02-26 17:00:00
1740,3,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,26,17,2020-02-26 17:00:00
1800,4,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",PARK/PLAYGROUND,IC,2020,2,26,18,2020-02-26 18:00:00
1845,5,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"PORCH, RESIDENTIAL",IC,2020,2,26,18,2020-02-26 18:00:00
1915,13,Newton,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,2,26,19,2020-02-26 19:00:00
2125,9,Van Nuys,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,2,26,21,2020-02-26 21:00:00
2200,2,Rampart,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,26,22,2020-02-26 22:00:00
2200,9,Van Nuys,BURGLARY,LIQUOR STORE,IC,2020,2,26,22,2020-02-26 22:00:00
2230,1,Central,INTIMATE PARTNER - SIMPLE ASSAULT,STREET,AO,2020,2,26,22,2020-02-26 22:00:00
2345,3,Southwest,ROBBERY,"VEHICLE, PASSENGER/TRUCK",AA,2020,2,26,23,2020-02-26 23:00:00
100,7,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),OTHER BUSINESS,IC,2020,2,27,1,2020-02-27 01:00:00
110,8,West LA,ROBBERY,SINGLE FAMILY DWELLING,AA,2020,2,27,1,2020-02-27 01:00:00
359,3,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,27,3,2020-02-27 03:00:00
700,8,West LA,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,2,27,7,2020-02-27 07:00:00
900,9,Van Nuys,TRESPASSING,STREET,IC,2020,2,27,9,2020-02-27 09:00:00
1030,9,Van Nuys,BURGLARY,SINGLE FAMILY DWELLING,IC,2020,2,27,10,2020-02-27 10:00:00
1100,4,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,2,27,11,2020-02-27 11:00:00
1100,12,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,SINGLE FAMILY DWELLING,AO,2020,2,27,11,2020-02-27 11:00:00
1200,12,77th Street,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,2,27,12,2020-02-27 12:00:00
1235,11,Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",ABANDONED BUILDING ABANDONED HOUSE,IC,2020,2,27,12,2020-02-27 12:00:00
1255,2,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,IC,2020,2,27,12,2020-02-27 12:00:00
1300,6,Hollywood,"BUNCO, ATTEMPT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,27,13,2020-02-27 13:00:00
1400,1,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING UNDERGROUND/BUILDING,IC,2020,2,27,14,2020-02-27 14:00:00
1400,9,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),FIRE STATION,IC,2020,2,27,14,2020-02-27 14:00:00
1415,1,Central,THEFT PLAIN - PETTY ($950 & UNDER),STREET,IC,2020,2,27,14,2020-02-27 14:00:00
1545,1,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DEPARTMENT STORE,IC,2020,2,27,15,2020-02-27 15:00:00
1700,10,West Valley,CHILD NEGLECT (SEE 300 W.I.C.),"VEHICLE, PASSENGER/TRUCK",AA,2020,2,27,17,2020-02-27 17:00:00
1700,9,Van Nuys,VEHICLE - STOLEN,ALLEY,IC,2020,2,27,17,2020-02-27 17:00:00
1715,3,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,SINGLE FAMILY DWELLING,AO,2020,2,27,17,2020-02-27 17:00:00
1800,1,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK,IC,2020,2,27,18,2020-02-27 18:00:00
1800,11,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),DEPARTMENT STORE,IC,2020,2,27,18,2020-02-27 18:00:00
2030,13,Newton,ORAL COPULATION,STREET,IC,2020,2,27,20,2020-02-27 20:00:00
2040,2,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,STREET,AO,2020,2,27,20,2020-02-27 20:00:00
2100,4,Hollenbeck,VEHICLE - STOLEN,STREET,IC,2020,2,27,21,2020-02-27 21:00:00
2100,1,Central,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,2,27,21,2020-02-27 21:00:00
2150,12,77th Street,RESISTING ARREST,STREET,IC,2020,2,27,21,2020-02-27 21:00:00
1,11,Northeast,BURGLARY,POLICE FACILITY,IC,2020,2,28,0,2020-02-28 00:00:00
6,3,Southwest,CRIMINAL HOMICIDE,STREET,AA,2020,2,28,0,2020-02-28 00:00:00
200,12,77th Street,ATTEMPTED ROBBERY,SIDEWALK,IC,2020,2,28,2,2020-02-28 02:00:00
230,9,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,2,28,2,2020-02-28 02:00:00
600,2,Rampart,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,28,6,2020-02-28 06:00:00
640,9,Van Nuys,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SINGLE FAMILY DWELLING,IC,2020,2,28,6,2020-02-28 06:00:00
800,4,Hollenbeck,"RAPE, FORCIBLE",SINGLE FAMILY DWELLING,AA,2020,2,28,8,2020-02-28 08:00:00
830,11,Northeast,OTHER MISCELLANEOUS CRIME,STREET,IC,2020,2,28,8,2020-02-28 08:00:00
915,9,Van Nuys,VANDALISM - MISDEAMEANOR ($399 OR UNDER),SINGLE FAMILY DWELLING,AA,2020,2,28,9,2020-02-28 09:00:00
940,9,Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",RESTAURANT/FAST FOOD,IC,2020,2,28,9,2020-02-28 09:00:00
1015,10,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),HIGH SCHOOL,IC,2020,2,28,10,2020-02-28 10:00:00
1037,6,Hollywood,TRESPASSING,SINGLE FAMILY DWELLING,IC,2020,2,28,10,2020-02-28 10:00:00
1045,6,Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER),LIBRARY,IC,2020,2,28,10,2020-02-28 10:00:00
1200,12,77th Street,BURGLARY,SINGLE FAMILY DWELLING,IC,2020,2,28,12,2020-02-28 12:00:00
1320,11,Northeast,BURGLARY FROM VEHICLE,STREET,IC,2020,2,28,13,2020-02-28 13:00:00
1350,4,Hollenbeck,BATTERY - SIMPLE ASSAULT,RESTAURANT/FAST FOOD,IC,2020,2,28,13,2020-02-28 13:00:00
1350,4,Hollenbeck,BATTERY - SIMPLE ASSAULT,RESTAURANT/FAST FOOD,IC,2020,2,28,13,2020-02-28 13:00:00
1400,8,West LA,VEHICLE - STOLEN,STREET,IC,2020,2,28,14,2020-02-28 14:00:00
1425,6,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,STREET,AO,2020,2,28,14,2020-02-28 14:00:00
1430,12,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING,IC,2020,2,28,14,2020-02-28 14:00:00
1445,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AO,2020,2,28,14,2020-02-28 14:00:00
1530,11,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),YARD (RESIDENTIAL/BUSINESS),IC,2020,2,28,15,2020-02-28 15:00:00
1600,13,Newton,VEHICLE - STOLEN,DRIVEWAY,IC,2020,2,28,16,2020-02-28 16:00:00
1600,1,Central,BURGLARY,WAREHOUSE,IC,2020,2,28,16,2020-02-28 16:00:00
1623,8,West LA,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,28,16,2020-02-28 16:00:00
1700,9,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,2,28,17,2020-02-28 17:00:00
1700,1,Central,BIKE - STOLEN,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,2,28,17,2020-02-28 17:00:00
1730,7,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",PARKING LOT,IC,2020,2,28,17,2020-02-28 17:00:00
1730,11,Northeast,VEHICLE - STOLEN,STREET,IC,2020,2,28,17,2020-02-28 17:00:00
1820,1,Central,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,2,28,18,2020-02-28 18:00:00
1830,5,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",YARD (RESIDENTIAL/BUSINESS),IC,2020,2,28,18,2020-02-28 18:00:00
2000,13,Newton,OTHER ASSAULT,MTA BUS,IC,2020,2,28,20,2020-02-28 20:00:00
2100,1,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,2,28,21,2020-02-28 21:00:00
2200,7,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,2,28,22,2020-02-28 22:00:00
2200,2,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,2,28,22,2020-02-28 22:00:00
2230,2,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,2,28,22,2020-02-28 22:00:00
2300,13,Newton,VANDALISM - MISDEAMEANOR ($399 OR UNDER),NURSING/CONVALESCENT/RETIREMENT HOME,IC,2020,2,28,23,2020-02-28 23:00:00
2300,13,Newton,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,28,23,2020-02-28 23:00:00
2340,10,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,28,23,2020-02-28 23:00:00
200,1,Central,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,2,29,2,2020-02-29 02:00:00
520,1,Central,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,2,29,5,2020-02-29 05:00:00
800,9,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,2,29,8,2020-02-29 08:00:00
1030,8,West LA,VEHICLE - STOLEN,STREET,AA,2020,2,29,10,2020-02-29 10:00:00
1130,3,Southwest,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,2,29,11,2020-02-29 11:00:00
1130,7,Wilshire,BRANDISH WEAPON,PARKING LOT,IC,2020,2,29,11,2020-02-29 11:00:00
1200,4,Hollenbeck,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,2,29,12,2020-02-29 12:00:00
1200,9,Van Nuys,VEHICLE - STOLEN,PARKING LOT,IC,2020,2,29,12,2020-02-29 12:00:00
1200,11,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",PARKING LOT,IC,2020,2,29,12,2020-02-29 12:00:00
1215,13,Newton,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),SIDEWALK,IC,2020,2,29,12,2020-02-29 12:00:00
1330,2,Rampart,BATTERY - SIMPLE ASSAULT,STREET,IC,2020,2,29,13,2020-02-29 13:00:00
1500,4,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET,AO,2020,2,29,15,2020-02-29 15:00:00
1600,12,77th Street,VIOLATION OF COURT ORDER,SINGLE FAMILY DWELLING,IC,2020,2,29,16,2020-02-29 16:00:00
1605,10,West Valley,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,29,16,2020-02-29 16:00:00
1700,9,Van Nuys,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,2,29,17,2020-02-29 17:00:00
1730,11,Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT,IC,2020,2,29,17,2020-02-29 17:00:00
1800,9,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,2,29,18,2020-02-29 18:00:00
1800,5,Harbor,VEHICLE - STOLEN,STREET,IC,2020,2,29,18,2020-02-29 18:00:00
1809,7,Wilshire,THEFT OF IDENTITY,HOTEL,IC,2020,2,29,18,2020-02-29 18:00:00
1820,10,West Valley,ROBBERY,PARKING LOT,IC,2020,2,29,18,2020-02-29 18:00:00
1900,5,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,2,29,19,2020-02-29 19:00:00
1915,6,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,SINGLE FAMILY DWELLING,IC,2020,2,29,19,2020-02-29 19:00:00
1930,10,West Valley,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DRUG STORE,IC,2020,2,29,19,2020-02-29 19:00:00
1940,5,Harbor,ATTEMPTED ROBBERY,OTHER BUSINESS,IC,2020,2,29,19,2020-02-29 19:00:00
2100,5,Harbor,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,2,29,21,2020-02-29 21:00:00
2200,6,Hollywood,VEHICLE - STOLEN,STREET,IC,2020,2,29,22,2020-02-29 22:00:00
2210,6,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,STREET,AA,2020,2,29,22,2020-02-29 22:00:00
2230,7,Wilshire,VEHICLE - STOLEN,STREET,IC,2020,2,29,22,2020-02-29 22:00:00
1,12,77th Street,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,3,1,0,2020-03-01 00:00:00
40,12,77th Street,BATTERY POLICE (SIMPLE),DETENTION/JAIL FACILITY,AA,2020,3,1,0,2020-03-01 00:00:00
116,8,West LA,INTIMATE PARTNER - SIMPLE ASSAULT,SIDEWALK,AO,2020,3,1,1,2020-03-01 01:00:00
330,12,77th Street,BURGLARY FROM VEHICLE,STREET,IC,2020,3,1,3,2020-03-01 03:00:00
400,3,Southwest,VEHICLE - STOLEN,STREET,IC,2020,3,1,4,2020-03-01 04:00:00
410,11,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL",IC,2020,3,1,4,2020-03-01 04:00:00
644,6,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),SIDEWALK,IC,2020,3,1,6,2020-03-01 06:00:00
700,12,77th Street,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),SINGLE FAMILY DWELLING,AA,2020,3,1,7,2020-03-01 07:00:00
700,1,Central,BIKE - STOLEN,PARKING UNDERGROUND/BUILDING,IC,2020,3,1,7,2020-03-01 07:00:00
800,9,Van Nuys,ROBBERY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,3,1,8,2020-03-01 08:00:00
845,3,Southwest,THEFT FROM PERSON - ATTEMPT,MTA - EXPO LINE - EXPO/VERMONT,IC,2020,3,1,8,2020-03-01 08:00:00
845,3,Southwest,ATTEMPTED ROBBERY,MTA - EXPO LINE - EXPO/LA BREA,IC,2020,3,1,8,2020-03-01 08:00:00
930,11,Northeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,SINGLE FAMILY DWELLING,AO,2020,3,1,9,2020-03-01 09:00:00
1000,2,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,3,1,10,2020-03-01 10:00:00
1135,2,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AA,2020,3,1,11,2020-03-01 11:00:00
1230,5,Harbor,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,3,1,12,2020-03-01 12:00:00
1300,11,Northeast,VEHICLE - STOLEN,PARKING UNDERGROUND/BUILDING,IC,2020,3,1,13,2020-03-01 13:00:00
1326,12,77th Street,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING,AO,2020,3,1,13,2020-03-01 13:00:00
1330,12,77th Street,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,DRIVEWAY,AA,2020,3,1,13,2020-03-01 13:00:00
1330,2,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK,AA,2020,3,1,13,2020-03-01 13:00:00
1400,8,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),DRIVEWAY,IC,2020,3,1,14,2020-03-01 14:00:00
1430,4,Hollenbeck,BURGLARY,PUBLIC STORAGE,IC,2020,3,1,14,2020-03-01 14:00:00
1430,2,Rampart,ROBBERY,PARKING LOT,IC,2020,3,1,14,2020-03-01 14:00:00
1500,5,Harbor,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,3,1,15,2020-03-01 15:00:00
1500,5,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,3,1,15,2020-03-01 15:00:00
1500,13,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),SIDEWALK,IC,2020,3,1,15,2020-03-01 15:00:00
1600,1,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK",IC,2020,3,1,16,2020-03-01 16:00:00
1635,2,Rampart,VIOLATION OF RESTRAINING ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,3,1,16,2020-03-01 16:00:00
1658,12,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,3,1,16,2020-03-01 16:00:00
1720,9,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),DEPARTMENT STORE,IC,2020,3,1,17,2020-03-01 17:00:00
1740,5,Harbor,VEHICLE - STOLEN,STREET,IC,2020,3,1,17,2020-03-01 17:00:00
1815,9,Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),GAS STATION,AA,2020,3,1,18,2020-03-01 18:00:00
2045,7,Wilshire,ATTEMPTED ROBBERY,SIDEWALK,IC,2020,3,1,20,2020-03-01 20:00:00
2130,7,Wilshire,VEHICLE - STOLEN,STREET,AA,2020,3,1,21,2020-03-01 21:00:00
1,11,Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SINGLE FAMILY DWELLING,AA,2020,3,2,0,2020-03-02 00:00:00
100,1,Central,ORAL COPULATION,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,3,2,1,2020-03-02 01:00:00
110,1,Central,BURGLARY,RESTAURANT/FAST FOOD,AA,2020,3,2,1,2020-03-02 01:00:00
700,12,77th Street,EXTORTION,SINGLE FAMILY DWELLING,IC,2020,3,2,7,2020-03-02 07:00:00
700,1,Central,ROBBERY,SIDEWALK,IC,2020,3,2,7,2020-03-02 07:00:00
800,5,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL",IC,2020,3,2,8,2020-03-02 08:00:00
900,6,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SINGLE FAMILY DWELLING,IC,2020,3,2,9,2020-03-02 09:00:00
