TIME OCC,AREA,AREA NAME,Crm Cd Desc,Premis Desc,Status,Year,Month,Day,Hour,DateTime
1720,9,Van Nuys,CRIMINAL THREATS - NO WEAPON DISPLAYED,SIDEWALK,AO,2020,6,11,17,2020-06-11 17:00:00
1730,12,77th Street,OTHER ASSAULT,SINGLE FAMILY DWELLING,AA,2020,6,11,17,2020-06-11 17:00:00
1745,5,Harbor,RESISTING ARREST,DRIVEWAY,AA,2020,6,11,17,2020-06-11 17:00:00
1755,12,77th Street,ROBBERY,RESTAURANT/FAST FOOD,AA,2020,6,11,17,2020-06-11 17:00:00
1800,8,West LA,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,6,11,18,2020-06-11 18:00:00
1800,8,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,6,11,18,2020-06-11 18:00:00
1815,7,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,IC,2020,6,11,18,2020-06-11 18:00:00
2000,11,Northeast,VEHICLE - STOLEN,STREET,IC,2020,6,11,20,2020-06-11 20:00:00
2000,12,77th Street,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",JO,2020,6,11,20,2020-06-11 20:00:00
2130,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SINGLE FAMILY DWELLING,AA,2020,6,11,21,2020-06-11 21:00:00
2130,5,Harbor,ROBBERY,PARK/PLAYGROUND,IC,2020,6,11,21,2020-06-11 21:00:00
2232,7,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),DRIVEWAY,IC,2020,6,11,22,2020-06-11 22:00:00
2300,9,Van Nuys,VEHICLE - STOLEN,STREET,IC,2020,6,11,23,2020-06-11 23:00:00
235,1,Central,VEHICLE - STOLEN,STREET,IC,2020,6,12,2,2020-06-12 02:00:00
420,5,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,6,12,4,2020-06-12 04:00:00
600,3,Southwest,BURGLARY FROM VEHICLE,STREET,IC,2020,6,12,6,2020-06-12 06:00:00
730,1,Central,RESISTING ARREST,MTA - EXPO LINE - 7TH AND METRO CENTER,AO,2020,6,12,7,2020-06-12 07:00:00
800,12,77th Street,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",MARKET,IC,2020,6,12,8,2020-06-12 08:00:00
935,12,77th Street,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,12,9,2020-06-12 09:00:00
945,11,Northeast,VIOLATION OF RESTRAINING ORDER,STREET,AO,2020,6,12,9,2020-06-12 09:00:00
1030,12,77th Street,THEFT PLAIN - PETTY ($950 & UNDER),ELEMENTARY SCHOOL,AO,2020,6,12,10,2020-06-12 10:00:00
1119,10,West Valley,CRIMINAL THREATS - NO WEAPON DISPLAYED,SINGLE FAMILY DWELLING,IC,2020,6,12,11,2020-06-12 11:00:00
1200,10,West Valley,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT,IC,2020,6,12,12,2020-06-12 12:00:00
1330,12,77th Street,BURGLARY,SINGLE FAMILY DWELLING,IC,2020,6,12,13,2020-06-12 13:00:00
1400,3,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",PARKING LOT,IC,2020,6,12,14,2020-06-12 14:00:00
1430,3,Southwest,ROBBERY,STREET,IC,2020,6,12,14,2020-06-12 14:00:00
1600,5,Harbor,BURGLARY,SINGLE FAMILY DWELLING,IC,2020,6,12,16,2020-06-12 16:00:00
1600,2,Rampart,"THEFT, PERSON",PARKING LOT,IC,2020,6,12,16,2020-06-12 16:00:00
1800,8,West LA,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,12,18,2020-06-12 18:00:00
1830,3,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,6,12,18,2020-06-12 18:00:00
1900,4,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",MARKET,IC,2020,6,12,19,2020-06-12 19:00:00
1900,8,West LA,TRESPASSING,RESTAURANT/FAST FOOD,IC,2020,6,12,19,2020-06-12 19:00:00
2200,2,Rampart,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,12,22,2020-06-12 22:00:00
2215,12,77th Street,BURGLARY FROM VEHICLE,"VEHICLE, PASSENGER/TRUCK",IC,2020,6,12,22,2020-06-12 22:00:00
2230,9,Van Nuys,VEHICLE - STOLEN,PARKING UNDERGROUND/BUILDING,IC,2020,6,12,22,2020-06-12 22:00:00
2230,6,Hollywood,BATTERY - SIMPLE ASSAULT,STREET,IC,2020,6,12,22,2020-06-12 22:00:00
2300,5,Harbor,BURGLARY FROM VEHICLE,SINGLE FAMILY DWELLING,IC,2020,6,12,23,2020-06-12 23:00:00
1,5,Harbor,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,6,13,0,2020-06-13 00:00:00
5,6,Hollywood,BURGLARY FROM VEHICLE,PARKING UNDERGROUND/BUILDING,IC,2020,6,13,0,2020-06-13 00:00:00
220,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,6,13,2,2020-06-13 02:00:00
240,9,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AA,2020,6,13,2,2020-06-13 02:00:00
340,5,Harbor,BURGLARY FROM VEHICLE,STREET,IC,2020,6,13,3,2020-06-13 03:00:00
430,10,West Valley,VEHICLE - STOLEN,PARKING UNDERGROUND/BUILDING,AA,2020,6,13,4,2020-06-13 04:00:00
630,3,Southwest,BATTERY - SIMPLE ASSAULT,STREET,IC,2020,6,13,6,2020-06-13 06:00:00
645,1,Central,ROBBERY,SIDEWALK,IC,2020,6,13,6,2020-06-13 06:00:00
700,11,Northeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,6,13,7,2020-06-13 07:00:00
705,12,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,SIDEWALK,IC,2020,6,13,7,2020-06-13 07:00:00
900,4,Hollenbeck,VEHICLE - STOLEN,STREET,IC,2020,6,13,9,2020-06-13 09:00:00
930,7,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET,IC,2020,6,13,9,2020-06-13 09:00:00
945,6,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,STREET,AO,2020,6,13,9,2020-06-13 09:00:00
1010,4,Hollenbeck,SHOPLIFTING - PETTY THEFT ($950 & UNDER),OTHER BUSINESS,IC,2020,6,13,10,2020-06-13 10:00:00
1045,1,Central,OTHER ASSAULT,MTA - GOLD LINE - UNION STATION,AO,2020,6,13,10,2020-06-13 10:00:00
1100,9,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,13,11,2020-06-13 11:00:00
1340,2,Rampart,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",PARKING LOT,IC,2020,6,13,13,2020-06-13 13:00:00
1400,7,Wilshire,VEHICLE - STOLEN,DRIVEWAY,IC,2020,6,13,14,2020-06-13 14:00:00
1400,7,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),TRANSITIONAL HOUSING/HALFWAY HOUSE,IC,2020,6,13,14,2020-06-13 14:00:00
1600,11,Northeast,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AA,2020,6,13,16,2020-06-13 16:00:00
1600,7,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AA,2020,6,13,16,2020-06-13 16:00:00
1600,3,Southwest,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,IC,2020,6,13,16,2020-06-13 16:00:00
1638,1,Central,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,6,13,16,2020-06-13 16:00:00
1730,12,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING,AO,2020,6,13,17,2020-06-13 17:00:00
2130,6,Hollywood,VEHICLE - STOLEN,STREET,IC,2020,6,13,21,2020-06-13 21:00:00
2200,11,Northeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,SINGLE FAMILY DWELLING,IC,2020,6,13,22,2020-06-13 22:00:00
2200,4,Hollenbeck,VEHICLE - STOLEN,GARAGE/CARPORT,IC,2020,6,13,22,2020-06-13 22:00:00
2230,12,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,STREET,IC,2020,6,13,22,2020-06-13 22:00:00
30,6,Hollywood,VEHICLE - STOLEN,STREET,IC,2020,6,14,0,2020-06-14 00:00:00
233,12,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),DRIVEWAY,IC,2020,6,14,2,2020-06-14 02:00:00
250,12,77th Street,TRESPASSING,SINGLE FAMILY DWELLING,IC,2020,6,14,2,2020-06-14 02:00:00
445,4,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",GAS STATION,AA,2020,6,14,4,2020-06-14 04:00:00
515,5,Harbor,BURGLARY,OTHER BUSINESS,IC,2020,6,14,5,2020-06-14 05:00:00
530,8,West LA,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,6,14,5,2020-06-14 05:00:00
800,1,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",DRIVEWAY,IC,2020,6,14,8,2020-06-14 08:00:00
1000,7,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OTHER BUSINESS,AO,2020,6,14,10,2020-06-14 10:00:00
1050,12,77th Street,CHILD STEALING,SINGLE FAMILY DWELLING,AO,2020,6,14,10,2020-06-14 10:00:00
1200,1,Central,FALSE IMPRISONMENT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,6,14,12,2020-06-14 12:00:00
1300,6,Hollywood,BOMB SCARE,OTHER BUSINESS,IC,2020,6,14,13,2020-06-14 13:00:00
1315,7,Wilshire,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,IC,2020,6,14,13,2020-06-14 13:00:00
1400,5,Harbor,BURGLARY,OTHER BUSINESS,IC,2020,6,14,14,2020-06-14 14:00:00
1805,5,Harbor,BURGLARY FROM VEHICLE,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,14,18,2020-06-14 18:00:00
1830,2,Rampart,ROBBERY,MTA - RED LINE - VERMONT/BEVERLY,IC,2020,6,14,18,2020-06-14 18:00:00
1851,5,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DEPARTMENT STORE,AA,2020,6,14,18,2020-06-14 18:00:00
1855,8,West LA,SHOPLIFTING - PETTY THEFT ($950 & UNDER),MARKET,IC,2020,6,14,18,2020-06-14 18:00:00
1900,7,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),GARAGE/CARPORT,IC,2020,6,14,19,2020-06-14 19:00:00
2000,4,Hollenbeck,VEHICLE - STOLEN,STREET,IC,2020,6,14,20,2020-06-14 20:00:00
2020,7,Wilshire,LEWD CONDUCT,SINGLE FAMILY DWELLING,IC,2020,6,14,20,2020-06-14 20:00:00
2130,12,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,6,14,21,2020-06-14 21:00:00
2255,10,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",PARKING LOT,IC,2020,6,14,22,2020-06-14 22:00:00
2300,12,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET,IC,2020,6,14,23,2020-06-14 23:00:00
5,8,West LA,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,6,15,0,2020-06-15 00:00:00
315,10,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),GARAGE/CARPORT,IC,2020,6,15,3,2020-06-15 03:00:00
500,3,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK",IC,2020,6,15,5,2020-06-15 05:00:00
530,12,77th Street,VEHICLE - ATTEMPT STOLEN,STREET,IC,2020,6,15,5,2020-06-15 05:00:00
555,11,Northeast,VEHICLE - STOLEN,STREET,IC,2020,6,15,5,2020-06-15 05:00:00
600,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AA,2020,6,15,6,2020-06-15 06:00:00
600,3,Southwest,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,15,6,2020-06-15 06:00:00
845,6,Hollywood,LEWD CONDUCT,MTA - RED LINE - HOLLYWOOD/HIGHLAND,IC,2020,6,15,8,2020-06-15 08:00:00
1000,10,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,2020,6,15,10,2020-06-15 10:00:00
1100,2,Rampart,ATTEMPTED ROBBERY,RESTAURANT/FAST FOOD,IC,2020,6,15,11,2020-06-15 11:00:00
1100,7,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,IC,2020,6,15,11,2020-06-15 11:00:00
1125,3,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",COLLEGE/JUNIOR COLLEGE/UNIVERSITY,AA,2020,6,15,11,2020-06-15 11:00:00
1251,9,Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OFFICE BUILDING/OFFICE,IC,2020,6,15,12,2020-06-15 12:00:00
1300,12,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,IC,2020,6,15,13,2020-06-15 13:00:00
1320,4,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AA,2020,6,15,13,2020-06-15 13:00:00
1411,8,West LA,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING,IC,2020,6,15,14,2020-06-15 14:00:00
1430,6,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,HOTEL,IC,2020,6,15,14,2020-06-15 14:00:00
1510,11,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,AO,2020,6,15,15,2020-06-15 15:00:00
1530,12,77th Street,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,6,15,15,2020-06-15 15:00:00
1550,8,West LA,INDECENT EXPOSURE,SIDEWALK,IC,2020,6,15,15,2020-06-15 15:00:00
1630,2,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,15,16,2020-06-15 16:00:00
1700,3,Southwest,BURGLARY FROM VEHICLE,GARAGE/CARPORT,IC,2020,6,15,17,2020-06-15 17:00:00
1720,7,Wilshire,DOCUMENT FORGERY / STOLEN FELONY,OTHER BUSINESS,IC,2020,6,15,17,2020-06-15 17:00:00
1800,5,Harbor,VEHICLE - STOLEN,STREET,IC,2020,6,15,18,2020-06-15 18:00:00
1920,10,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,6,15,19,2020-06-15 19:00:00
1930,3,Southwest,THEFT OF IDENTITY,DRIVEWAY,IC,2020,6,15,19,2020-06-15 19:00:00
1940,8,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING,IC,2020,6,15,19,2020-06-15 19:00:00
2020,11,Northeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),GAS STATION,IC,2020,6,15,20,2020-06-15 20:00:00
2030,1,Central,VEHICLE - STOLEN,PARKING LOT,IC,2020,6,15,20,2020-06-15 20:00:00
2200,4,Hollenbeck,VEHICLE - STOLEN,STREET,IC,2020,6,15,22,2020-06-15 22:00:00
2230,8,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SINGLE FAMILY DWELLING,AO,2020,6,15,22,2020-06-15 22:00:00
2300,9,Van Nuys,BURGLARY FROM VEHICLE,STREET,IC,2020,6,15,23,2020-06-15 23:00:00
1,10,West Valley,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,6,16,0,2020-06-16 00:00:00
20,12,77th Street,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AA,2020,6,16,0,2020-06-16 00:00:00
138,1,Central,BURGLARY,RESTAURANT/FAST FOOD,IC,2020,6,16,1,2020-06-16 01:00:00
150,7,Wilshire,THEFT OF IDENTITY,AUTO SALES LOT,IC,2020,6,16,1,2020-06-16 01:00:00
445,10,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",DRIVE THRU BANKING (WINDOW)*,IC,2020,6,16,4,2020-06-16 04:00:00
720,3,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DRUG STORE,IC,2020,6,16,7,2020-06-16 07:00:00
800,9,Van Nuys,VEHICLE - STOLEN,STREET,IC,2020,6,16,8,2020-06-16 08:00:00
1100,12,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,6,16,11,2020-06-16 11:00:00
1145,9,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,IC,2020,6,16,11,2020-06-16 11:00:00
1230,5,Harbor,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,16,12,2020-06-16 12:00:00
1300,1,Central,"BUNCO, ATTEMPT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,16,13,2020-06-16 13:00:00
1400,1,Central,BURGLARY FROM VEHICLE,GARAGE/CARPORT,IC,2020,6,16,14,2020-06-16 14:00:00
1411,10,West Valley,VANDALISM - MISDEAMEANOR ($399 OR UNDER),PARKING LOT,IC,2020,6,16,14,2020-06-16 14:00:00
1600,8,West LA,VEHICLE - STOLEN,STREET,IC,2020,6,16,16,2020-06-16 16:00:00
1720,7,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK,IC,2020,6,16,17,2020-06-16 17:00:00
1800,12,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",PARKING LOT,AO,2020,6,16,18,2020-06-16 18:00:00
1800,5,Harbor,VIOLATION OF COURT ORDER,STREET,AA,2020,6,16,18,2020-06-16 18:00:00
1830,1,Central,BURGLARY,OFFICE BUILDING/OFFICE,IC,2020,6,16,18,2020-06-16 18:00:00
2000,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,6,16,20,2020-06-16 20:00:00
2000,3,Southwest,VEHICLE - STOLEN,STREET,IC,2020,6,16,20,2020-06-16 20:00:00
2002,11,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,AO,2020,6,16,20,2020-06-16 20:00:00
2100,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,6,16,21,2020-06-16 21:00:00
2200,3,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,6,16,22,2020-06-16 22:00:00
2200,4,Hollenbeck,VEHICLE - STOLEN,STREET,IC,2020,6,16,22,2020-06-16 22:00:00
2233,10,West Valley,"BURGLARY, ATTEMPTED",SINGLE FAMILY DWELLING,IC,2020,6,16,22,2020-06-16 22:00:00
2300,3,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,16,23,2020-06-16 23:00:00
2340,1,Central,BATTERY - SIMPLE ASSAULT,SIDEWALK,IC,2020,6,16,23,2020-06-16 23:00:00
50,12,77th Street,CRIMINAL HOMICIDE,STREET,AA,2020,6,17,0,2020-06-17 00:00:00
200,9,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),GARAGE/CARPORT,IC,2020,6,17,2,2020-06-17 02:00:00
218,1,Central,VEHICLE - STOLEN,GARAGE/CARPORT,IC,2020,6,17,2,2020-06-17 02:00:00
700,3,Southwest,VEHICLE - STOLEN,STREET,IC,2020,6,17,7,2020-06-17 07:00:00
745,2,Rampart,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,6,17,7,2020-06-17 07:00:00
800,10,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),PARKING LOT,IC,2020,6,17,8,2020-06-17 08:00:00
900,2,Rampart,"BUNCO, GRAND THEFT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,17,9,2020-06-17 09:00:00
1000,12,77th Street,VEHICLE - STOLEN,STREET,IC,2020,6,17,10,2020-06-17 10:00:00
1100,8,West LA,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DEPARTMENT STORE,IC,2020,6,17,11,2020-06-17 11:00:00
1108,11,Northeast,BURGLARY,SINGLE FAMILY DWELLING,AO,2020,6,17,11,2020-06-17 11:00:00
1130,3,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,STREET,AO,2020,6,17,11,2020-06-17 11:00:00
1200,2,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,6,17,12,2020-06-17 12:00:00
1350,10,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,17,13,2020-06-17 13:00:00
1400,5,Harbor,DOCUMENT FORGERY / STOLEN FELONY,SINGLE FAMILY DWELLING,IC,2020,6,17,14,2020-06-17 14:00:00
1550,12,77th Street,SHOTS FIRED AT INHABITED DWELLING,SINGLE FAMILY DWELLING,IC,2020,6,17,15,2020-06-17 15:00:00
1625,1,Central,THEFT PLAIN - PETTY ($950 & UNDER),SIDEWALK,IC,2020,6,17,16,2020-06-17 16:00:00
1710,4,Hollenbeck,ROBBERY,STREET,IC,2020,6,17,17,2020-06-17 17:00:00
1730,2,Rampart,ROBBERY,STREET,IC,2020,6,17,17,2020-06-17 17:00:00
1800,9,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,6,17,18,2020-06-17 18:00:00
1835,8,West LA,VEHICLE - ATTEMPT STOLEN,GAS STATION,IC,2020,6,17,18,2020-06-17 18:00:00
1900,1,Central,BURGLARY,STORAGE SHED,IC,2020,6,17,19,2020-06-17 19:00:00
1900,8,West LA,VEHICLE - STOLEN,DRIVEWAY,IC,2020,6,17,19,2020-06-17 19:00:00
1940,3,Southwest,"BUNCO, GRAND THEFT",SINGLE FAMILY DWELLING,IC,2020,6,17,19,2020-06-17 19:00:00
2000,9,Van Nuys,VEHICLE - STOLEN,STREET,IC,2020,6,17,20,2020-06-17 20:00:00
2000,3,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK,IC,2020,6,17,20,2020-06-17 20:00:00
2130,8,West LA,VEHICLE - STOLEN,STREET,IC,2020,6,17,21,2020-06-17 21:00:00
2230,3,Southwest,BIKE - STOLEN,FRAT HOUSE/SORORITY/DORMITORY,IC,2020,6,17,22,2020-06-17 22:00:00
2330,12,77th Street,ROBBERY,STREET,IC,2020,6,17,23,2020-06-17 23:00:00
100,12,77th Street,ROBBERY,STREET,IC,2020,6,18,1,2020-06-18 01:00:00
400,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,6,18,4,2020-06-18 04:00:00
500,12,77th Street,VEHICLE - STOLEN,STREET,AA,2020,6,18,5,2020-06-18 05:00:00
530,1,Central,DOCUMENT FORGERY / STOLEN FELONY,WAREHOUSE,IC,2020,6,18,5,2020-06-18 05:00:00
600,2,Rampart,BATTERY - SIMPLE ASSAULT,HOTEL,AO,2020,6,18,6,2020-06-18 06:00:00
600,2,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",GAS STATION,IC,2020,6,18,6,2020-06-18 06:00:00
900,6,Hollywood,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING,IC,2020,6,18,9,2020-06-18 09:00:00
1030,9,Van Nuys,TRESPASSING,PARKING LOT,AA,2020,6,18,10,2020-06-18 10:00:00
1130,3,Southwest,BURGLARY FROM VEHICLE,STREET,IC,2020,6,18,11,2020-06-18 11:00:00
1135,6,Hollywood,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,6,18,11,2020-06-18 11:00:00
1200,5,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),DRIVEWAY,IC,2020,6,18,12,2020-06-18 12:00:00
1200,5,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,18,12,2020-06-18 12:00:00
1200,8,West LA,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",GROUP HOME,IC,2020,6,18,12,2020-06-18 12:00:00
1300,8,West LA,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,18,13,2020-06-18 13:00:00
1400,1,Central,BATTERY - SIMPLE ASSAULT,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",IC,2020,6,18,14,2020-06-18 14:00:00
1500,1,Central,BATTERY - SIMPLE ASSAULT,DRUG STORE,IC,2020,6,18,15,2020-06-18 15:00:00
1600,6,Hollywood,BURGLARY FROM VEHICLE,DRIVEWAY,IC,2020,6,18,16,2020-06-18 16:00:00
1630,8,West LA,BIKE - STOLEN,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,18,16,2020-06-18 16:00:00
1830,12,77th Street,BRANDISH WEAPON,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,18,18,2020-06-18 18:00:00
1900,1,Central,BURGLARY,BEAUTY/BARBER SHOP,IC,2020,6,18,19,2020-06-18 19:00:00
1900,9,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),PARKING LOT,IC,2020,6,18,19,2020-06-18 19:00:00
1915,2,Rampart,"THEFT, PERSON",PARK/PLAYGROUND,IC,2020,6,18,19,2020-06-18 19:00:00
2025,5,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",RESTAURANT/FAST FOOD,IC,2020,6,18,20,2020-06-18 20:00:00
2125,8,West LA,SHOPLIFTING - PETTY THEFT ($950 & UNDER),OTHER BUSINESS,IC,2020,6,18,21,2020-06-18 21:00:00
2230,1,Central,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,6,18,22,2020-06-18 22:00:00
